UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
7670,52622,"Okc,Ok",18-03-2020,@GordonRamsay how do you plan to help the millions of restaurant employees without jobs? Will you demand mandatory COVID-19 testing f for all restaurant owners and employees still serving to go food? #thisisacrisis #oklahomahasnomandatorytestingfoepeoples,Positive
7671,52623,London,18-03-2020,Managing COVID-19 Disruption https://t.co/QVmDfldqNg #Insurance,Negative
7672,52624,London,18-03-2020,Managing COVID-19 Disruption: Title IV Processing https://t.co/NReDiDDl0P #Insurance,Negative
7673,52625,"DARIEN, CT",18-03-2020,"Here are some best practices for grocery shopping during the #coronavirus pandemic. We are all in this together. 



https://t.co/XucwggfSQ4",Positive
7674,52626,United States,18-03-2020,"Let's not forget that people only post the negative on social media in terms of Corovnavirus hysteria.



No one is going to say they went to the grocery store and everything went seamless. 



This does not get attention and the sole reason hysteria exists.



#coronavirus",Negative
7675,52627,United States,18-03-2020,"Digital tools such as #telehealth, remote patient monitoring, and consumer-facing AI-based chatbots could play help contain COVID-19. https://t.co/uEV08bpMPY",Positive
7676,52628,"Bartow, Florida",18-03-2020,"With the current coronavirus school closures, the Florida Department of Agriculture &amp; Consumer Services (FDACS) has activated their Summer BreakSpot website, where families can find free meals for children under 18. ?

#communitythatcares #coronavirus



https://t.co/SxncJvIyY3 https://t.co/9u4yCCDybq",Positive
7677,52629,,18-03-2020,How things when you go into a grocery store nowadays,Neutral
7678,52630,,18-03-2020,"Now the economy is in free fall, Im not sure whether the indirect effects are calculated in these estimates. i.e. OPEC countries, especially Russia will have to battle huge budget deficits due to plunged oil prices. #coronavirus",Positive
7679,52631,Texas,18-03-2020,"@AshWebsterFBN Post-COVID-19 Recovery. I anticipate a sharp recovery once the mindless hysteria has ended. Economists expected a depression after WWII only to see an explosive economic expansion as long-suppressed consumer demand pursued supply. 

1/2",Negative
7680,52632,,18-03-2020,How Italians and Greeks are dealing with the Coronavirus : https://t.co/BGFaSX47qu,Neutral
7681,52633,,18-03-2020,"Nonno and Pappou are the guys who make you laugh when you visit South Europe in the summer. 

Protect them.

Protect every elderly in Europe. And yourself.

Stay home, wash your hands before and after visiting the grocery store.

We can do this Europe ??

#COVID2019 https://t.co/fmdy7U6XP7",Positive
7682,52634,"Torquay, Devon, UK",18-03-2020,"So supermarket staff now fall into the list of ""those doing important jobs""... and rightly so. A few weeks ago they were 'unskilled workers' and looked down on....

@BBCNews

 #COVID2019",Positive
7683,52635,,18-03-2020,Any NHS hospitals in need of or MP02 Modular Furniture units for consumables storage please get in touch for latest prices amp availability We are experiencing an increase in demand as wards are converted to cope with Call 01625 874220 for info,Positive
7684,52636,,18-03-2020,"@nileshkal @AAHealth As a grocery store employee, I respectfully request that employees, truck drivers and managers of grocery stores have access to #testing of #coronavirus ASAP and for the continuation of that access until a vaccine is available. #DontB",Positive
7685,52637,,18-03-2020,"@maddow As a grocery store worker, I feel strongly that the employees, truck drivers, and managers of all grocery stores should have access to #testkits ASAP and be tested for #coronavirus on a regular basis until a vaccine is available. #DontBeASpreader",Positive
7686,52638,,18-03-2020,"@GovLarryHogan As a grocery store employee, I respectfully request that the staff, truck drivers and managers of all grocery stores in Maryland be tested for #coronavirus ASAP and on a regular basis. #DontBeASpreader",Positive
7687,52639,"San Jacinto, CA",18-03-2020,"As the Inland Empire and surrounding areas adjust to life in the midst of the COVID-19 pandemic, the union representing supermarket and drug store workers has called on shoppers to treat its members with the respect and appreciation they deserve. Our un https://t.co/aRONh4JsYg https://t.co/hKGKuvxLB1",Positive
7688,52640,,18-03-2020,"Can panic buying actually stop now? So unable to access Asda, waitrose, ocado website or even book with morrisons. What is the world coming to? Panic buyers are making it worse for people who actually need food. #coronavirus #NoCommonSense",Negative
7689,52641,"Birmingham, England",18-03-2020,"#PetrolPrice set to be slashed at historic levels due to #coronavirus  with 10p discounted per litre.



https://t.co/CEIQ5EjHtM",Negative
7690,52642,,18-03-2020,ACT records third coronavirus case as supermarket shelves empty https://t.co/cfGJqwy9er via @ABCNews,Negative
7691,52643,Ireland,18-03-2020,@PMc276 Yes my son also works in a supermarket.  He is very stressed and  exhausted. Think of all workers who are keeping this country ticking over. #heroes #COVID2019,Negative
7692,52644,"Brisbane, Queensland",18-03-2020,"Hoarding. Empty shelves. Supermarket fights. Strict limits on packaged goods. Finally some v good excuses for my crappy lunchboxes! #COVID19au #coronavirus

https://t.co/8Ts1Ja4AAC",Negative
7693,52645,India,18-03-2020,"#NewsAlert | The benchmark West Texas Intermediate (WTI) oil slumped to its lowest level since 2003, to just above $25 per barrel, as the #coronavirus slashes global demand for crude (AFP)",Negative
7694,52646,,18-03-2020,Trumps bff socialist V Putin and criminal Saudi Arabia crash oil prices abroad with a price war while domestic producers have to bail and close shop. Trumps betrayal presses on. #msnbc #cnn #OilPriceWar #coronavirus @BernieSanders @JoeBiden @SenWarren @RepAdamSchiff @NBCNews,Negative
7695,52647,Somewhere overhead,18-03-2020,"I swear! I had hoped COVID-19 would help us understand how important every person is to society; not create more arguments about who is more important than whom.



For the last time: medical workers, grocery store clerks, and professional actors are ALL important and necessary!",Positive
7696,52648,,18-03-2020,"Reassured to know that all the strangers who are stood shoulder  to shoulder for hours in supermarket queues will have been able to panic buy enough food to cover their impending isolation



#COVID2019 

#winners https://t.co/OiKt2IXSdC",Negative
7697,52649,"College Station, TX",18-03-2020,"With the @NBA season now canceled we can expect lower consumer spending and less time watching TV. This will negatively effect stocks such as $CMCSA, $MSG, $ATUS, and $DIS. People also wont be able to go to games or go to the gym either all due to the #coronavirus. https://t.co/kT45HAF4un",Positive
7698,52650,United Kingdom,18-03-2020,?? Announcement to all our staff and customers ?? https://t.co/PJk8lvInDM,Neutral
7699,52651,,18-03-2020,After the #Virus: 10 Consumer Trends for a Post #Coronavirus World https://t.co/b9vKYojPvx via @Skift,Neutral
7700,52652,United States,18-03-2020,"And now lets pause for a little funny.

.

#gilligan #gilligansisland #toiletpaper #coronavirus #covid19 #rations #hoarding #laugh #funnymom #pandemic https://t.co/nChGzVEw0p",Positive
7701,52653,Rwanda,18-03-2020,  the likely alternative will be shifting to locally made products since shipping is getting more complex due to COVID 19 pandemic This is an appropriate time to use and promote Made in Rwanda products,Positive
7702,52654,United States,18-03-2020,UK supermarkets have started to ration food after #coronavirus panic-buying gripped Britain - https://t.co/pFHRojbrg0,Negative
7703,52655,"Gujarat, India",18-03-2020,"11 Safe Online Shopping Tips

#onlineshopping #AsiManshiDebut #COVID2019 #COVID2019uk #COVID2019NL #COVID2019italia #CoronaInPakistan #blogging #bloggersrequired #FilmTwitter #Corona #covidindia #coronavirus #COVID19SouthAfrica 



https://t.co/5RwGgQ5Bfr",Positive
7704,52656,"Miami, Fl",18-03-2020,"The line at the grocery store can be long amid the #coronavirus spread. Heres whats being done about that at some South Florida chains like @Publix and @TheFreshMarket.

https://t.co/VoFI2NslqH https://t.co/ZvUxcmS1X7",Positive
7705,52657,"New York, NY",18-03-2020,Both millennials and boomers have been slow to social distance as the threat of the COVID-19 virus grows. Here's how to talk them into staying home. https://t.co/LfJbmx9cL0,Negative
7706,52658,Worldwide,18-03-2020,Theres no issue with lorries and lorry drivers working on their own in a cabin delivering food to stores and supply is not limited or low so why you all stock piling and buying bulk loads of food? You idiots. #clowns #covid19UK #coronavirus #ChineseVirus #CoronaVirusChallenge,Positive
7707,52659,,18-03-2020,"""We're going to be open,"" Sonny's Super Foods Store Manager Donald Glanz told @NewsChannelNE. ""We're going to have food here. People aren't going to starve to death."" 



@KSIDRadio #coronavirus



https://t.co/nGawDwi5Mm",Negative
7708,52660,,18-03-2020,"#coronavirus 

""Our society will continue as normal. Work will go on.

You will pay your bills. There will be no hoarding. There will be no sudden profiteering. I'm freezing all wages, all prices.

What a bottle of water cost you yesterday... 

it will cost you tomorrow.""

Deep Impact",Negative
7709,52661,Italy,18-03-2020,"When it's your turn to go to the grocery store

#coronavirus https://t.co/qqHjRTTsyu",Neutral
7710,52662,,18-03-2020,"JUST IN: Crude oil prices fall to below $26, the lowest since 2003.  #COVID2019",Negative
7711,52663,"Stockholm, Sweden",18-03-2020,Virtual queue just to get to the supermarket s website We are not looking to stock up but have to go through this  ,Neutral
7712,52664,,18-03-2020,"An outcry on social media by a disgruntled consumer in Rwanda went viral,  leading to the recalling of bottled glycerin that was being sold as hand sanitizer: https://t.co/X2uAQG2Eeh",Neutral
7713,52665,,18-03-2020,"Supermarket share prices provide potential haven amid market selloff????

#COVID2019 #markets

https://t.co/obbeDhg7lW https://t.co/xf7X2IFD01",Positive
7714,52666,,18-03-2020,"Now the power is out so that can only mean one thing: I should go to the nearest grocery store and buy all the Kleenex because if TP is going to be the currency in the apocalypse, hand held packets of facial tissue will be the small change. #utahearthquake #coronavirus",Positive
7715,52667,,18-03-2020,"#Verizon sent us to an empty store and risk getting sick to sell a phone case.

While corporate managers sit home or in a clean office ??



#vzw #verizonwireless #retail #coronavirus https://t.co/RaEfU3wNYP",Negative
7716,52668,"Washington, D.C.",18-03-2020,".@BradPaisley has started a volunteer delivery service that plans to deliver a week's worth of groceries to elderly individuals in specific neighborhoods in the city, according to the @Tennessean. (via @FOX13News) https://t.co/hXKYPsGi9v



#InThisTogether #ActsOfKindness https://t.co/RJTgNFUg7a",Positive
7717,52669,New York,18-03-2020,"The #Bucs contract with new QB Tom Brady, one that pays him up to $30M on a per-year basis, is agreed to and finalized, sources say. Not that there was any doubt, but there were no issues. All thats left is for @TomBrady to announce it.",Negative
7718,52670,"Olney, England",18-03-2020,"So much panic-bought food fresh food will never be eaten. Thrown out because past its best, and those that needed it never had a chance. #ThinkBeforeYouBuy #COVID2019",Positive
7719,52671,"Nairobi, Kenya",18-03-2020,"I agree with @FrankHook 



We need this in #kenya #coronavirus or not. People come up and stand so close behind you in supermarket queues that you can actually tell if theyre circumcised or not. https://t.co/vN5SRekYF8",Positive
7720,52672,Scotland,18-03-2020,I m really disappointed to see local shops during this epidemic increasing their prices on food especially meat If anything they should be lowering them in these times so those less unfortunate are able to purchase Disgusted,Negative
7721,52673,,18-03-2020,"Supermarket in #Israel: People sing and dance and try to stay positive, despite the #coronavirus pandemic https://t.co/hqkpQ8BT0v",Positive
7722,52674,,18-03-2020,"Which of these is your go-to condiment/food item during  #coronavirus  ?



#coronavirusindia #food #WednesdayMotivation #WednesdayThoughts 



These are some packaged food items to stock up on!



https://t.co/PnnbRQGonc",Neutral
7723,52675,India,18-03-2020,"To contain the coronavirus infection in India, the Northern Railway announced a 400 per cent hike in prices of platform tickets. 

#Coronavirus #Covid2019India



https://t.co/QY9CXJHTDy",Neutral
7724,52676,,18-03-2020,"amid covid-19, every service goes online not to loss its revenue; from food and product delivery services, online shopping, medical consultation. don't you realize that you are extorting the blue-collar employees and mid-class society works in logistic and ojek online industry?",Positive
7725,52677,,18-03-2020,Grocery store employees some of the real heroes rn. #COVID2019 #WednesdayThoughts,Positive
7726,52678,"Chicago, IL",18-03-2020,"Today, people are buying food, water and medicine in stock not because of the impending financial and economic collapse. Thank you, #Coronavirus?for helping people get ready.",Positive
7727,52679,,18-03-2020,"Looks like the #CoronaVirus will help #Amazon to achive its goal. Amazon to Hire 100,000 new workers due to massive increase in online shopping.



https://t.co/vbnilTu6xP https://t.co/aSMLBtD2Y2",Positive
7728,52680,Makati City,18-03-2020,"Top Philippine banks have offered grace period for consumer and small and medium enterprise loan clients, giving them leeway during the month-long lockdown of Luzon amid the COVID-19 pandemic. | @Philbizwatcher https://t.co/lPjLU9psF8",Positive
7729,52681,Lancaster,18-03-2020,"Due to the #Coronavirus outbreak, we recommend regularly using anti-static cleansing wipes or anti-static foam cleanser on the touchscreen of your till



Foam Clene Spray (300ml): £8.50

Screen Clene Wipes (20): £10

Screen Clene Wipes (100): £35



Note: All prices exclude VAT",Negative
7730,52682,New Account ,18-03-2020,"7 stocks that could profit from #coronavirus:



$MRNA Industry: Biotech 

$GILD Industry: Biotech

$CLX Industry: Consumer 

$COST Industry: Retail 

$LAKE Industry: Safety 

$ZM Industry: Technology

$RNG Industry: Technology",Positive
7731,52683,Global,18-03-2020,"??OIL PRICES PLUNGE TO 18-YEAR LOW AS #CORONAVIRUS HURTS DEMAND AND SAUDI ARABIA, RUSSIA BATTLE FOR MARKET SHARE



??US WTI PRICES TUMBLE 24%, OR $6.58/BBL, TO END AT $20.37, LOWEST SINCE FEBRUARY 2002



??WTI PRICES ARE ON TRACK FOR THEIR WORST MONTH EVER, DOWN 54%



$CL_F #OOTT https://t.co/P3OLv2ybFu",Negative
7732,52684,United Kingdom,18-03-2020,"staying home and shopping online?

For a limited time only* you can get 15% off on phone accessories using the code ID15-93303 at https://t.co/6MUUIpdju4 ? 



#StayAtHome #stayhome #Covid_19 #shopping #onlineshopping #StaySafeStayHome #staysafe #iPhone #COVID2019 #staystrong https://t.co/GQrR8o8xlk",Negative
7733,52685,"Austin , TX",18-03-2020,LifeWorks is taking action to address the immediate needs of our clients w grocery store gift cards in any amount from or These can be mailed to or dropped off at 3700 S 1st Street Austin TX 78704 c o Development 19,Positive
7734,52686,,18-03-2020,My name is Ironic Sadtire. I am 3 weeks into covid-19 hysteria. I believe in being well-prepared no matter what comes along. Every morning I go to the grocery store and buy all the toilet paper they have in stock. I have over a thousand rolls now.,Negative
7735,52687,In My World,18-03-2020,@cenbank The world is facing a multitude of economic challenges rooted in Covid 19 &amp; fall in global oil prices. @NigeriaGov is Also doing A lot to cushion the impact &amp; Open Economic Opportunities..Stay Focused on Govt handles. Pay Less Attention t,Positive
7736,52688,Canada,18-03-2020,The Financial Consumer Agency of Canada is monitoring the rapid evolution of #COVID19 and assessing its impacts on banks. Learn more on how we are responding to the situation here: https://t.co/GiKqn5nsTo https://t.co/LnVqfTbQsv,Neutral
7737,52689,"Kyiv, Ukraine",18-03-2020,"Ukrainian president Volodymyr Zelensky signed a bill that prohibits banks to charge those unable to pay back their consumer loans on time during #coronavirus outbreak with any fines. Besides, central bank is preparing a ruling on how to restructure those loans, if necessary.",Negative
7738,52690,,18-03-2020,Hit the grocery store today to stock up on essentials just incase stuff hits the fan with this #coronavirus and truly feel blessed to be able get anything with no stress. I used to have to fully budget groceries and just wanted to say thank you all for allowing me live this life!,Positive
7739,52691,"Illinois, USA",18-03-2020,@CFPB well done by the Consumer Financial Protection Bureau. Foreclosure and eviction help in the form of a moratorium. Details to follow. #coronavirus #COVID19 adding #cf97 to alert CFFC friends and fans. Help is here at @ILDebtSolutions https://t.co/2tt,Positive
7740,52692,,18-03-2020,"Might go to the beach later and grab some more gold from this awesome sand we have here. You know things are flipped when you can find gold at the beach, but no toilet rolls at the supermarket. Will post the results later today. #gold #prospecting #COVID2019",Neutral
7741,52693,Ghana,18-03-2020,#Coronavirus increases Chinese phones #prices https://t.co/9LBw2w3SvS #chinesephones,Neutral
7742,52694,"Washington, DC",18-03-2020,24 Pictures That Prove Americans Have No Idea How To Deal With Coronavirus - my wife sent me this and it made my night. Enjoy #Covid_19  https://t.co/mrhy50hWzX,Positive
7743,52695,,18-03-2020,"COVID-19 Diaries, Social Distancing, Day 6:



I have panic attacks when I go to the grocery store, so normally I order my groceries. But I cannot do that right now, and my husband is immunocompromised so I had to go.



I survived.



I hope I never have to go again.",Positive
7744,52696,,18-03-2020,I need help. My mom is 64 has #copd #emphysema she is a cancer survivor and it was behind her lung and smokes. SHE WORKS AT A GROCERY STORE and is customer service manager. Should she go to work #coronavirus #COVID2019 #help @foxnews,Negative
7745,52697,"Erie, Pa",18-03-2020,"The couple earlier this year opened a free grocery store to support needy families in Nashville. Now, Paisley announced that the store will mobilize delivery of a weeks worth of groceries to elderly residents in the area. https://t.co/ge9oY3qp16",Positive
7746,52698,"Sperry, OK",18-03-2020,"Music to listen to on your next trip to the grocery store. #Contagion #CliffMartinez #coronavirus #COVID19 

https://t.co/jG87naTKP4",Neutral
7747,52699,Deerfield Beach,18-03-2020,"To address the increased demand on our community partners by COVID-19, weve made a combined $150K donation to food banks across our business locations. Food banks are providing services to those who need it most and we're eager to support their efforts. #jmfamilyIMPACT https://t.co/r1TvAnxMX6",Positive
7748,52700,UK,18-03-2020,The cost to transport oil from the Middle East to Northeast Asia almost doubles after the disintegration of the OPEC+ alliance #ukog #ujo Its time the UK gov woke up we will stil be charged high oil prices because of transport yet we punish our exps and producers #coronavirus,Negative
7749,52701,Canada | Europe,18-03-2020,"We dont want markets to artificially inflate prices just because it suits us



Pricing things adequately provides valuable information to society as a whole (heres Con #1)



In fact, the recent crash helped trigger the alert, convinced many that #coronavirus was serious",Positive
7750,52702,"Milwaukee, Wis.",18-03-2020,Grocery store sales skyrocket as COVID-19 spreads. https://t.co/He1HvTdOEQ,Neutral
7751,52703,Baton Rouge La ,18-03-2020,On the real ya'll be safe out there don't go out if you don't have to stock up on food medicine and hygiene stuff if there is any left wash ya hand wash ya face and ya ass keep it clean ppl don't be asshole #coronavirus,Positive
7752,52704,,18-03-2020,#Coronavirus has caused many to cancel their spring #vacation plans. Now is the time to book for later in the year while prices are low and before they surge. Fill out this form and we will contact you with a quote https://t.co/k5BnWB9c9B,Negative
7753,52705,,18-03-2020,"If they do give you a thousand dollars for #Coronavirus relief, they will add it to your federal income tax bill. Plus, that new cheap $675 tig welder on Amazon you want will cost $999, along with price increases for just about everything else. Tires be list prices!",Positive
7754,52706,London & Bath,18-03-2020,"@zuffle Ok.. maybe not stay at home.. but social distancing, in my book, is not going to a huge supermarket.. 

And there definitely IS instruction for people over 70 to exercise social distancing..



https://t.co/PObPOW1Sqn",Positive
7755,52707,Walker ,18-03-2020,"Love to say this is true..... #WereInThisTogether

But let's be honest, there are some absolute dangers who are stock piling, which takes away essential food etc for the vulnerable. There's also employers who are not there for their most vulnerable staff.

#covid19UK

#coronavirus",Neutral
7756,52708,Great Britain,18-03-2020,"@piersmorgan @DavidJoBrexit Only real difference between ""Spanish flu"" and ""Chinese virus"" is Spanish flu didn't really come from Spain and the Spanish govt wasn't to blame for it, while the #coronavirus DOES come from China and its communist regime IS re",Negative
7757,52709,"Dallas, Texas",18-03-2020,"Trump doubles down on calling Covid-19 the ""Chinese Virus"" claiming it's not racist. Hate crime and racism against Asian -Americans continue. I actually feel unsafe going to the grocery store now. Went last night and got many dirty looks and side eyeing.",Positive
7758,52710,,18-03-2020,Why did I saw a lot of people in supermarket today? Is it because they will declare curfew tom? They might if people keep disobeying. #kuwait #CoronaVirusUpdate #corona #Covid_19 #covid19 #virus,Neutral
7759,52711,"Erbil, Kurdistan Region, Iraq",18-03-2020,"Crude prices fall to 17-year low as coronavirus spreads.. 

#coronaVirus

#oilprice",Negative
7760,52712,India,18-03-2020,"Prices of both

Karaknath ( ?)

And Kamalnath went down  due to some tragedies

#coronavirus 

#MPPoliticalCrisis",Negative
7761,52713,"iTECHSERIES Pvt. Ltd. Pune, India",18-03-2020,Coronavirus Robocalls Prey on Consumer Fears,Negative
7762,52714,,18-03-2020,COVID-19 underscores the problems of a consumer-based economy that's flush with low-wage/service industry jobs and propped up by record levels of consumer/corporate debt-no resiliency and inadequate direct cash payments will primarily go to debt servicing-not the actual economy,Negative
7763,52715,S.Oshawa Ontario Canada,18-03-2020,"Look at this as an opportunity to understand that if this was forever when its survival of the fittest ,just wait until grocery stores close because they are after all,a place of gathering of 50 or more people. @cp24 #coronavirus ..",Positive
7764,52716,,18-03-2020,"How about buying some sanitizing supplies for people who can't afford them or buying them for yourself at market prices? Check this out. 



https://t.co/rFqF1UPWu7  #CoronaVirusChallenge #Coronavirus #COVID-19 #COVID-19 #COVID_19",Neutral
7765,52717,"Sydney, New South Wales",18-03-2020,"To everyone in aus that is stock piling everything, calm down! We produce enough food to cover 70 million people yet our population is 25 million. #coronavirus #coronavirusaustralia",Positive
7766,52718,,18-03-2020,@HealthyWage have you guys considered pausing or extending people's challenges during all the shut downs due to Covid 19? It's getting more and more difficult to find healthy foods in the grocery store and who knows how long this could go on.,Neutral
7767,52719,"Alexandria, VA",18-03-2020,Data Reveals Behavioral Impact Of Brand-Consumer Relationships During COVID-19 Crisis https://t.co/hrThe6Ng7s -via @MediaPost,Negative
7768,52720,"British Columbia, Canada",18-03-2020,"If you must go out and grab essentials, please send one person. Dont bring your kids. Leave your spouse or partner at home. A family trip to the grocery store is unsafe and needless. 

#stayhomechallenge #COVID2019 #simplesteps https://t.co/TNsOaCnNhQ",Positive
7769,52721,"London, England",18-03-2020,"New polling from @IpsosMORI finds 57% haven't changed their grocery shop in the wake of #coronavirus

34% buying one or two more items https://t.co/9D8KD0atBh https://t.co/H9syfI6enc",Neutral
7770,52722,,18-03-2020,"Loads of toilet paper in my local supermarket today, also bought some pasta and eggs with no issues ,I feel for you living in the UK with all the doomsday preppers  #COVID2019 https://t.co/hNVX2YsB6B",Negative
7771,52723,"Barcelona, Spain",18-03-2020,"#COVID2019 Spanish #Lockdown Day 3: 

We went to the supermarket! https://t.co/r3MOTch3Zs",Neutral
7772,52724,"Nairobi, Kenya",18-03-2020,Crisp clean fresh air perfect ambience Covid 19 measures in place and amazing food kama kawaida Don t panic rest easy with us,Positive
7773,52725,,18-03-2020,"Prices of key petrochem markets in Asia fell to their lowest since 2008, faced with shrinking demand that may worsen as a growing number of countries impose strict measures to contain the coronavirus pandemic.

#ICIS #coronavirus #COVID19 #petrochemicals https://t.co/n0W4kBT7FE",Negative
7774,52726,UK,18-03-2020,"So next available online shopping slot from @sainsburys is after 7th April. So if we have to self isolate, that could be interesting. 4 adults in the house. Hope we have friends who can bear to battle round the shops for us. ? #onlineshopping #coronavirus",Positive
7775,52727,USA #Resistance,18-03-2020,"Old people are in tears now at the grocery store. Please SHARE &amp; BE KIND to those who are ill, struggling or just different than you. In order for America to have the best chance of surviving the Coronavirus Pandemic, we all need to have each other's back.

#coronavirus #Pandemic https://t.co/Qcwpnff2IO",Positive
7776,52728,,18-03-2020,"So I did NOT stockpile food or anything. But now everyday I am struggling to find anything in any supermarkets, online shopping is impossible bc no delivery or c&amp;c slots are available for weeks! @waitrose @asda @sainsburys What are we supposed to do? #coronavirus #foodshortage",Negative
7777,52729,"Milford, OH",18-03-2020,"2nd time in a week i couldn't get bread or meat at grocery.  What the hell, theres no food shrtage, is there?

#coronavirus",Negative
7778,52730,"Vermilion, OH",18-03-2020,"At the grocery store, the only orange juice has pulp, the only sour cream is light: this is truly the end of days. #coronavirus #COVID19",Positive
7779,52731,Worldwide,18-03-2020,"Went to the supermarket with my older sister to get some canned good &amp; essential items good for two weeks coz our city is enforcing quarantine to slow down #COVID2019 transmission. Though, we have no + cases yet but suspected persons. We spent around $100.  

#StaySafeStayHome",Neutral
7780,52732,,18-03-2020,Wow. Thank you ?@dananessel? for looking out for the consumer! You are appreciated! https://t.co/C9mLXsc5DK,Positive
7781,52733,"Washington, DC",18-03-2020,"What is Universal Basic Income, if you cannot get an at-home testing kit for COVID-19, toilet paper, etc. Will the consumer economy be triggered by consumers?",Neutral
7782,52734,,18-03-2020,"Media Release: Supermarket delivery curfews #auspol #covid19au #coronavirus 

https://t.co/KnRrFjYFzA https://t.co/GhrUtBMxa9",Neutral
7783,52735,DMV,18-03-2020,"#BradPaisley offers free grocery store delivery to elderly during #coronavirus 

https://t.co/9iawAq3ZrC",Positive
7784,52736,"Trail, BC",18-03-2020,"Oh great. In a world of Covid-19 panic and hording, I get a case of food poisoning and actually need extra TP.",Negative
7785,52737,"Mumbai, India",18-03-2020,"Many are wondering why hasn't Rupee depreciated drastically. Well the biggest plus point for our economy is Crude prices which are at multi year lows #BrentOil (28.90$) 

Due to major drop in demand thanks to #coronavirusindia

#coronavirus #CoronavirusOutbreak

#crudeoil",Negative
7786,52738,London,18-03-2020,"FULL STORY: WTI and Brent oil prices plunged to 18-year low. One shocking piece of info: ""In Canada, the benchmark crude price for tar-sands producers, known as WCS, plunged to $9.19 a barrel."" #OOTT #OilPriceWar #Coronavirus with @alexlongley1 https://t.co/CET5a4MYaC",Negative
7787,52739,"Scotland, United Kingdom",18-03-2020,@AsdaServiceTeam thank you my shopping is being delivered yes with stuff missing but I've got the stuff I need most snacks for kids.. cat food and Wine!! #COVID2019 #coronavirus #supermarket #thankyou ???,Positive
7788,52740,London,18-03-2020,"I understand why you need to stay open during these extraordinary times we find ourselves in with #coronavirus, however @BootsUK, my dad is 67 and works for you in a retail store. What do you intend to do for your mature staff? #covid19UK",Positive
7789,52741,Canada,18-03-2020,Ok if I HAVE to go to the grocery store tomorrow in the GTA- what store should I go to? Which one actually will have stock of shit? (I'll pretty much drive anywhere and I'll be there at like 6am) #coronavirus #lockdownontario #toronto #groceries #toiletpapercrisis,Positive
7790,52742,"Limbdi, India",18-03-2020,Instead of online shopping support your local businesses so they will survive in this Corona Crisis,Negative
7791,52743,Mumbai,18-03-2020,"Bhai, platform ticket prices are increased to prevent people from gathering on railway stations in view of current #CoronaVirus crisis..

Understand the context then lodge your outrage. https://t.co/l2tws7QmL5",Negative
7792,52744,"Newport, Wales",18-03-2020,"I use to see my Nan every week, take her shopping. 



Its been a few weeks already, we FaceTimed today, but Im worried she hasnt got food because of the panic buyers ? 



#COVID2019",Negative
7793,52745,,18-03-2020,IN OTHER NEWS: My online shopping has gotten out of hand ?#coronavirus #QuarantineLife #COVID19,Positive
7794,52746,Texas,18-03-2020,"Giving shout out to workers at grocery &amp; retails store is not enough, pay them more. Action is bigger than words. #COVID19 #CoronaVirusChallenge #coronavirus  #paythemmore",Positive
7795,52747,United States,18-03-2020,"@Publix Whatever happens, remain open as we all need to purchase food! Many people cant order online for delivery or they dont know how to, especially the #elderly.  I like shopping at your store as its not a madhouse full of crowds like another sto",Positive
7796,52748,Baguio City,18-03-2020,"LOOK: Residents line up to buy basic goods at a grocery store in Baguio City while observing social distancing.

#DisiplinaMuna

#TatakBaguio



FROM: Philippine Star



#coronavirus #Covid_19 #COVID19PH #CoronavirusOutbreak #Covid_19PH https://t.co/oIMwPLHniP",Neutral
7797,52749,,18-03-2020,@kerrimpr Is there COVID-19 risk in fresh produce in the grocery store?,Positive
7798,52750,Northern Illinois,18-03-2020,The economic upheaval caused by COVID 19 is expected to cause demand to skyrocket The virus has caused a reversal in how pantries provide food shifting from letting people select items to giving them a sack filled with food,Positive
7799,52751,East Africa & SF Bay Area,18-03-2020,Support for Social Enterprises During the COVID-19 Pandemic: @MillerSocent recommends helping entrepreneurs weather this pandemic by staying home and shopping directly from their online stores. https://t.co/ovVdrveCnA,Positive
7800,52752,Chicago to Colorado,18-03-2020,"Run on silver?



- U.S. Mint out of a common 2020 Silver Eagle BU 1oz coin

- Why? Silver spot prices been down big



Source: APMEX, a U.S. mint designated seller of silver (and gold) bullion coins - https://t.co/SfWEpEuXCS



#Commodities #Coronavirus https://t.co/hPjoEvTNfp",Neutral
7801,52753, Emerald Isle ??,18-03-2020,"@dunnesstores hi there, have you any plans to introduce online shopping because of the Covid 19 emergency?. Just had to do my grocery shop online with Tesco as you dont have the option available. Thanks.",Positive
7802,52754,"Bergen County, NJ",18-03-2020,Supporting our local restaurants *and* saying thanks to grocery store workers ?? Hope everyone at Kings in Cresskill enjoyed the TPR lunch ? ? #payitforward #COVID19 #coronavirus #supportsmallbusiness https://t.co/mO5THQypVu,Positive
7803,52755,Nation's capital,18-03-2020,Am I going to save money not going out/being home or spend more money online shopping!? #coronavirus #QuarantineLife,Positive
7804,52756,"Anchorage, AK-based New Yorker",18-03-2020,"From @FortuneMagazine: A list of #retailers setting hours just for the elderly or immune-suppressed to shop without dealing with all the horrors crowds can visit on their lives. #coronavirus #COVID19 



https://t.co/GJyH1q61cH",Negative
7805,52757,"London, England",18-03-2020,"South Koreas heavy reliance on third-party merchants, selling through online marketplace platforms, enabled consumers to avoid shortages. #mrx #onlineretailing #consumer #coronavirus

https://t.co/uJra4REawT",Neutral
